Latitude (decimal degrees):	48.379
Longitude (decimal degrees):	9.491
Elevation (m):	770
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: 15 deg. 
Nominal power of the PV system (c-Si) (kWp):	11.2
System losses (%):	10.0
time,P,G(i),H_sun,T2m,WS10m,Int
20210803:1410,1106.66,129.66,44.89,17.6,3.45,0.0
20210803:1510,1969.99,215.34,35.64,16.64,2.9,0.0
20210803:1610,770.06,95.26,25.79,17.01,2.69,0.0
20210803:1710,708.08,89.07,15.86,16.04,2.97,0.0
20210803:1810,6.08,7.06,6.21,14.64,2.69,0.0
20210803:1910,0.0,0.0,0.0,14.2,2.9,0.0
20210803:2010,0.0,0.0,0.0,13.53,2.76,0.0
20210803:2110,0.0,0.0,0.0,13.07,2.9,0.0
20210803:2210,0.0,0.0,0.0,12.72,2.9,0.0
20210803:2310,0.0,0.0,0.0,12.33,2.76,0.0
20210804:0010,0.0,0.0,0.0,11.83,2.41,0.0
20210804:0110,0.0,0.0,0.0,11.43,2.14,0.0
20210804:0210,0.0,0.0,0.0,11.18,1.86,0.0
20210804:0310,0.0,0.0,0.0,10.73,1.79,0.0
20210804:0410,0.0,0.0,0.0,10.54,1.59,0.0
20210804:0510,299.7,44.28,10.05,10.46,1.17,0.0
20210804:0610,1083.82,126.47,19.86,11.63,1.03,0.0
20210804:0710,1744.99,191.85,29.8,12.39,1.17,0.0
20210804:0810,2365.54,253.69,39.46,13.24,0.76,0.0
20210804:0910,3320.44,353.08,48.24,14.95,0.69,0.0
20210804:1010,4395.82,470.35,55.15,16.08,0.34,0.0
20210804:1110,5333.74,575.43,58.71,17.01,0.48,0.0
20210804:1210,3591.23,384.92,57.71,17.18,0.83,0.0
20210804:1310,1550.25,174.64,52.53,16.52,0.69,0.0
20210804:1410,1650.15,184.34,44.67,15.63,0.28,0.0
20210804:1510,815.74,99.67,35.43,15.33,0.14,0.0
20210804:1610,756.79,93.5,25.59,15.08,0.28,0.0
20210804:1710,154.24,28.23,15.66,14.93,0.21,0.0
20210804:1810,118.8,23.95,6.0,14.62,0.14,0.0
20210804:1910,0.0,0.0,0.0,14.25,0.28,0.0
20210804:2010,0.0,0.0,0.0,13.91,0.21,0.0
20210804:2110,0.0,0.0,0.0,13.23,0.83,0.0
20210804:2210,0.0,0.0,0.0,13.12,0.9,0.0
20210804:2310,0.0,0.0,0.0,12.91,1.03,0.0
20210805:0010,0.0,0.0,0.0,12.77,1.24,0.0
20210805:0110,0.0,0.0,0.0,12.57,1.17,0.0
20210805:0210,0.0,0.0,0.0,12.32,1.1,0.0
20210805:0310,0.0,0.0,0.0,11.93,1.03,0.0
20210805:0410,0.0,0.0,0.0,11.44,1.24,0.0
20210805:0510,15.75,8.86,9.86,11.53,1.24,0.0
20210805:0610,1033.88,121.27,19.68,12.61,1.52,0.0
20210805:0710,2124.22,233.36,29.63,13.31,1.52,0.0
20210805:0810,3880.46,408.83,39.28,14.24,1.72,0.0
20210805:0910,5386.16,565.05,48.03,15.55,2.14,0.0
20210805:1010,3220.31,342.47,54.91,16.77,2.28,0.0
20210805:1110,2140.54,234.62,58.45,18.01,2.28,0.0
20210805:1210,4779.68,508.66,57.45,18.83,2.34,0.0
20210805:1310,1791.11,200.22,52.29,19.13,2.34,0.0
20210805:1410,2917.24,314.37,44.45,19.48,2.62,0.0
20210805:1510,1463.85,167.2,35.22,19.51,2.55,0.0
20210805:1610,1447.2,164.74,25.38,18.35,2.48,0.0
20210805:1710,878.06,108.32,15.45,17.13,2.28,0.0
20210805:1810,166.05,30.44,5.79,16.09,2.41,0.0
20210805:1910,0.0,0.0,0.0,15.04,2.76,0.0
20210805:2010,0.0,0.0,0.0,14.63,2.9,0.0
20210805:2110,0.0,0.0,0.0,14.39,2.9,0.0
20210805:2210,0.0,0.0,0.0,13.7,2.83,0.0
20210805:2310,0.0,0.0,0.0,13.07,2.41,0.0
20210806:0010,0.0,0.0,0.0,12.47,2.21,0.0
20210806:0110,0.0,0.0,0.0,12.1,2.14,0.0
20210806:0210,0.0,0.0,0.0,11.91,2.28,0.0
20210806:0310,0.0,0.0,0.0,11.97,2.28,0.0
20210806:0410,0.0,0.0,0.0,12.1,2.28,0.0
20210806:0510,85.61,19.32,9.68,12.69,2.41,0.0
20210806:0610,1010.02,118.9,19.51,13.53,2.97,0.0
20210806:0710,2480.96,279.26,29.45,14.5,3.79,0.0
20210806:0810,3920.74,409.13,39.09,15.94,5.45,0.0
20210806:0910,2731.5,290.36,47.82,17.0,5.38,0.0
20210806:1010,3664.12,384.95,54.67,17.75,5.17,0.0
20210806:1110,2297.14,249.11,58.18,18.47,5.17,0.0
20210806:1210,6903.9,726.15,57.18,19.45,5.38,0.0
20210806:1310,7852.61,831.38,52.04,19.8,5.17,0.0
20210806:1410,5792.06,608.1,44.22,19.91,4.83,0.0
20210806:1510,4410.79,463.57,35.0,19.74,4.48,0.0
20210806:1610,3090.82,332.24,25.17,19.39,3.66,0.0
20210806:1710,1222.65,148.56,15.23,18.94,2.62,0.0
20210806:1810,127.46,25.52,5.57,17.94,1.93,0.0
20210806:1910,0.0,0.0,0.0,16.89,1.59,0.0
20210806:2010,0.0,0.0,0.0,15.57,1.45,0.0
20210806:2110,0.0,0.0,0.0,14.28,1.24,0.0
20210806:2210,0.0,0.0,0.0,13.91,1.03,0.0
20210806:2310,0.0,0.0,0.0,13.28,1.1,0.0
20210807:0010,0.0,0.0,0.0,12.59,1.1,0.0
20210807:0110,0.0,0.0,0.0,12.27,0.97,0.0
20210807:0210,0.0,0.0,0.0,12.57,0.69,0.0
20210807:0310,0.0,0.0,0.0,12.73,0.62,0.0
20210807:0410,0.0,0.0,0.0,12.59,0.76,0.0
20210807:0510,363.37,51.52,9.49,12.25,1.03,0.0
20210807:0610,930.04,111.43,19.33,14.54,0.9,0.0
20210807:0710,1135.8,132.87,29.26,16.91,1.03,0.0
20210807:0810,471.71,64.39,38.89,17.73,1.17,0.0
20210807:0910,1220.29,142.01,47.61,17.85,0.83,0.0
20210807:1010,1010.81,120.84,54.43,17.88,0.21,0.0
20210807:1110,794.7,98.79,57.91,18.91,1.1,0.0
20210807:1210,667.91,85.56,56.9,18.67,0.48,0.0
20210807:1310,637.99,82.03,51.78,17.73,0.9,0.0
20210807:1410,716.06,89.97,43.98,17.24,1.17,0.0
20210807:1510,408.94,57.33,34.78,16.49,1.1,0.0
20210807:1610,167.85,29.99,24.95,16.09,0.76,0.0
20210807:1710,190.58,32.64,15.02,15.46,0.97,0.0
20210807:1810,20.02,9.7,5.34,14.95,1.17,0.0
20210807:1910,0.0,0.0,0.0,13.96,3.79,0.0
20210807:2010,0.0,0.0,0.0,14.03,3.79,0.0
20210807:2110,0.0,0.0,0.0,13.9,3.52,0.0
20210807:2210,0.0,0.0,0.0,13.66,3.31,0.0
20210807:2310,0.0,0.0,0.0,13.05,3.1,0.0
20210808:0010,0.0,0.0,0.0,12.85,2.97,0.0
20210808:0110,0.0,0.0,0.0,12.52,2.9,0.0
20210808:0210,0.0,0.0,0.0,12.51,2.9,0.0
20210808:0310,0.0,0.0,0.0,12.33,2.83,0.0
20210808:0410,0.0,0.0,0.0,11.78,2.76,0.0
20210808:0510,247.28,38.64,9.31,11.74,2.62,0.0
20210808:0610,760.28,100.98,19.14,12.64,2.41,0.0
20210808:0710,2508.41,292.29,29.08,14.25,2.28,0.0
20210808:0810,4673.81,494.06,38.7,15.47,2.21,0.0
20210808:0910,4442.74,467.26,47.39,16.36,2.28,0.0
20210808:1010,4207.95,444.17,54.18,16.94,2.34,0.0
20210808:1110,7321.72,783.36,57.63,17.29,2.48,0.0
20210808:1210,5215.05,551.5,56.62,18.17,2.83,0.0
20210808:1310,6512.74,688.66,51.52,17.94,3.17,0.0
20210808:1410,5790.6,605.03,43.74,17.05,3.38,0.0
20210808:1510,2401.43,258.62,34.55,17.49,3.45,0.0
20210808:1610,2811.49,301.29,24.73,17.21,2.9,0.0
20210808:1710,1806.19,220.04,14.79,17.03,2.41,0.0
20210808:1810,123.3,27.11,5.11,16.24,1.93,0.0
20210808:1910,0.0,0.0,0.0,15.21,1.72,0.0
20210808:2010,0.0,0.0,0.0,14.17,1.93,0.0
20210808:2110,0.0,0.0,0.0,13.5,1.86,0.0
20210808:2210,0.0,0.0,0.0,12.92,1.93,0.0
20210808:2310,0.0,0.0,0.0,12.74,2.07,0.0
20210809:0010,0.0,0.0,0.0,12.43,1.93,0.0
20210809:0110,0.0,0.0,0.0,12.04,1.86,0.0
20210809:0210,0.0,0.0,0.0,11.71,1.86,0.0
20210809:0310,0.0,0.0,0.0,11.55,1.72,0.0
20210809:0410,0.0,0.0,0.0,11.14,1.52,0.0
20210809:0510,335.92,48.3,9.12,10.98,1.17,0.0
20210809:0610,472.05,75.69,18.96,12.53,0.76,0.0
20210809:0710,2490.3,294.56,28.89,14.63,1.31,0.0
20210809:0810,4919.96,525.48,38.5,16.36,1.66,0.0
20210809:0910,6798.49,726.05,47.17,17.55,2.0,0.0
20210809:1010,7707.71,841.54,53.92,18.37,1.59,0.0
20210809:1110,8027.21,881.35,57.35,19.3,1.93,0.0
20210809:1210,7935.3,872.8,56.34,20.18,2.07,0.0
20210809:1310,5719.95,615.62,51.25,20.58,2.21,0.0
20210809:1410,2880.0,312.68,43.49,20.66,2.28,0.0
20210809:1510,1735.54,195.59,34.31,20.6,2.41,0.0
20210809:1610,3418.2,370.48,24.5,20.27,2.07,0.0
20210809:1710,849.6,106.91,14.56,19.71,1.66,0.0
20210809:1810,92.92,24.39,4.87,18.55,1.52,0.0
20210809:1910,0.0,0.0,0.0,17.35,1.93,0.0
20210809:2010,0.0,0.0,0.0,16.22,2.0,0.0
20210809:2110,0.0,0.0,0.0,15.38,1.93,0.0
20210809:2210,0.0,0.0,0.0,14.82,1.72,0.0
20210809:2310,0.0,0.0,0.0,14.11,1.59,0.0
20210810:0010,0.0,0.0,0.0,13.6,1.52,0.0
20210810:0110,0.0,0.0,0.0,12.85,1.45,0.0
20210810:0210,0.0,0.0,0.0,12.36,1.1,0.0
20210810:0310,0.0,0.0,0.0,12.15,0.9,0.0
20210810:0410,0.0,0.0,0.0,12.0,0.83,0.0
20210810:0510,260.77,40.25,8.92,12.11,0.69,0.0
20210810:0610,979.87,116.98,18.77,14.01,0.21,0.0
20210810:0710,2422.91,285.26,28.71,16.89,1.52,0.0
20210810:0810,4567.5,494.37,38.3,18.26,1.03,0.0
20210810:0910,6412.84,692.31,46.95,19.19,1.59,0.0
20210810:1010,5575.95,600.73,53.67,20.26,1.93,0.0
20210810:1110,5097.38,550.65,57.07,21.17,2.0,0.0
20210810:1210,7821.11,859.38,56.05,21.48,2.48,0.0
20210810:1310,5439.38,580.5,50.98,20.3,2.83,0.0
20210810:1410,6877.12,739.28,43.24,19.62,2.34,0.0
20210810:1510,3017.81,326.49,34.07,20.01,1.45,0.0
20210810:1610,3845.81,418.69,24.27,20.44,1.38,0.0
20210810:1710,1630.69,202.94,14.33,20.46,1.17,0.0
20210810:1810,94.28,23.79,4.63,19.73,0.69,0.0
20210810:1910,0.0,0.0,0.0,18.98,1.66,0.0
20210810:2010,0.0,0.0,0.0,17.87,1.38,0.0
20210810:2110,0.0,0.0,0.0,16.64,1.1,0.0
20210810:2210,0.0,0.0,0.0,16.95,0.76,0.0
20210810:2310,0.0,0.0,0.0,17.05,0.62,0.0
20210811:0010,0.0,0.0,0.0,16.72,0.62,0.0
20210811:0110,0.0,0.0,0.0,16.3,0.34,0.0
20210811:0210,0.0,0.0,0.0,16.1,0.28,0.0
20210811:0310,0.0,0.0,0.0,15.21,0.69,0.0
20210811:0410,0.0,0.0,0.0,14.37,0.9,0.0
20210811:0510,265.39,41.06,8.73,13.99,0.9,0.0
20210811:0610,471.38,76.23,18.59,15.5,0.41,0.0
20210811:0710,2399.96,284.87,28.52,17.23,0.34,0.0
20210811:0810,4740.98,519.42,38.1,19.29,0.55,0.0
20210811:0910,6569.89,724.39,46.72,20.75,0.83,0.0
20210811:1010,7288.42,802.95,53.41,22.0,1.93,0.0
20210811:1110,5466.26,593.1,56.78,22.68,2.48,0.0
20210811:1210,6117.52,665.92,55.75,23.2,2.76,0.0
20210811:1310,5810.06,632.21,50.7,23.52,2.62,0.0
20210811:1410,6953.62,763.05,42.98,23.77,2.48,0.0
20210811:1510,5366.48,581.87,33.83,23.58,2.34,0.0
20210811:1610,3949.99,433.15,24.03,23.14,2.21,0.0
20210811:1710,1437.19,179.71,14.09,22.46,1.79,0.0
20210811:1810,100.8,23.35,4.38,21.07,1.72,0.0
20210811:1910,0.0,0.0,0.0,20.39,1.93,0.0
20210811:2010,0.0,0.0,0.0,19.2,1.86,0.0
20210811:2110,0.0,0.0,0.0,18.35,1.79,0.0
20210811:2210,0.0,0.0,0.0,17.66,1.66,0.0
20210811:2310,0.0,0.0,0.0,16.91,1.38,0.0
20210812:0010,0.0,0.0,0.0,15.93,1.17,0.0
20210812:0110,0.0,0.0,0.0,15.19,1.24,0.0
20210812:0210,0.0,0.0,0.0,14.56,1.17,0.0
20210812:0310,0.0,0.0,0.0,15.15,0.62,0.0
20210812:0410,0.0,0.0,0.0,15.13,0.34,0.0
20210812:0510,314.1,46.69,8.54,15.01,0.41,0.0
20210812:0610,473.29,76.52,18.4,15.88,0.28,0.0
20210812:0710,2405.93,289.79,28.33,18.39,0.62,0.0
20210812:0810,4585.95,503.66,37.9,20.57,0.76,0.0
20210812:0910,6124.5,675.25,46.49,22.33,1.1,0.0
20210812:1010,7749.79,880.3,53.15,23.67,1.03,0.0
20210812:1110,8352.22,966.07,56.48,24.62,1.03,0.0
20210812:1210,8230.39,963.55,55.45,25.35,0.69,0.0
20210812:1310,8100.67,942.36,50.42,25.93,0.9,0.0
20210812:1410,7150.61,816.51,42.72,26.25,0.97,0.0
20210812:1510,5811.98,653.64,33.58,26.28,0.76,0.0
20210812:1610,3892.39,439.04,23.79,26.09,0.62,0.0
20210812:1710,1560.49,200.93,13.84,25.62,0.21,0.0
20210812:1810,84.94,21.59,4.13,24.41,0.69,0.0
20210812:1910,0.0,0.0,0.0,22.92,1.24,0.0
20210812:2010,0.0,0.0,0.0,21.23,1.24,0.0
20210812:2110,0.0,0.0,0.0,21.03,0.83,0.0
20210812:2210,0.0,0.0,0.0,21.1,0.34,0.0
20210812:2310,0.0,0.0,0.0,20.02,0.76,0.0
20210813:0010,0.0,0.0,0.0,18.54,0.97,0.0
20210813:0110,0.0,0.0,0.0,17.38,1.31,0.0
20210813:0210,0.0,0.0,0.0,17.06,1.45,0.0
20210813:0310,0.0,0.0,0.0,17.24,1.79,0.0
20210813:0410,0.0,0.0,0.0,17.54,2.28,0.0
20210813:0510,288.79,44.28,8.34,17.7,2.07,0.0
20210813:0610,558.67,84.31,18.21,18.39,2.21,0.0
20210813:0710,2364.86,285.1,28.13,21.37,2.48,0.0
20210813:0810,4553.1,496.35,37.69,23.06,2.97,0.0
20210813:0910,5878.01,638.67,46.26,24.47,3.24,0.0
20210813:1010,5647.28,616.54,52.88,25.49,3.38,0.0
20210813:1110,4477.28,490.37,56.19,26.17,3.38,0.0
20210813:1210,7647.64,850.9,55.15,26.61,3.52,0.0
20210813:1310,5682.04,623.65,50.13,26.7,3.38,0.0
20210813:1410,7377.86,817.41,42.45,26.83,3.31,0.0
20210813:1510,4713.75,514.28,33.33,26.52,3.24,0.0
20210813:1610,3748.05,415.21,23.54,25.77,2.69,0.0
20210813:1710,1536.19,196.48,13.59,24.9,2.07,0.0
20210813:1810,79.42,20.06,3.88,23.67,1.79,0.0
20210813:1910,0.0,0.0,0.0,22.45,1.79,0.0
20210813:2010,0.0,0.0,0.0,21.21,1.59,0.0
20210813:2110,0.0,0.0,0.0,20.16,1.59,0.0
20210813:2210,0.0,0.0,0.0,19.35,1.52,0.0
20210813:2310,0.0,0.0,0.0,18.52,1.17,0.0
20210814:0010,0.0,0.0,0.0,19.31,0.69,0.0
20210814:0110,0.0,0.0,0.0,19.15,0.69,0.0
20210814:0210,0.0,0.0,0.0,18.36,0.83,0.0
20210814:0310,0.0,0.0,0.0,18.25,0.76,0.0
20210814:0410,0.0,0.0,0.0,17.91,0.69,0.0
20210814:0510,281.25,43.47,8.15,17.72,0.62,0.0
20210814:0610,792.34,104.71,18.02,17.91,0.34,0.0
20210814:0710,2361.6,288.2,27.94,20.83,0.41,0.0
20210814:0810,4643.89,515.64,37.48,22.36,0.62,0.0
20210814:0910,6402.15,717.48,46.03,23.5,0.62,0.0
20210814:1010,7662.71,888.81,52.61,24.63,0.34,0.0
20210814:1110,7755.75,910.67,55.89,25.54,0.28,0.0
20210814:1210,8179.42,957.28,54.84,26.19,0.83,0.0
20210814:1310,6461.66,731.3,49.84,26.52,1.17,0.0
20210814:1410,5412.6,601.7,42.18,26.79,1.66,0.0
20210814:1510,2862.34,319.76,33.07,26.62,1.59,0.0
20210814:1610,3217.61,360.93,23.28,26.41,1.52,0.0
20210814:1710,1415.02,182.2,13.34,25.7,1.03,0.0
20210814:1810,69.75,18.4,3.62,24.54,0.55,0.0
20210814:1910,0.0,0.0,0.0,23.53,1.38,0.0
20210814:2010,0.0,0.0,0.0,22.34,1.45,0.0
20210814:2110,0.0,0.0,0.0,20.91,1.31,0.0
20210814:2210,0.0,0.0,0.0,19.97,1.24,0.0
20210814:2310,0.0,0.0,0.0,19.41,1.1,0.0
20210815:0010,0.0,0.0,0.0,19.08,0.97,0.0
20210815:0110,0.0,0.0,0.0,18.81,0.9,0.0
20210815:0210,0.0,0.0,0.0,18.92,0.76,0.0
20210815:0310,0.0,0.0,0.0,18.45,0.76,0.0
20210815:0410,0.0,0.0,0.0,18.37,0.69,0.0
20210815:0510,245.59,39.45,7.95,18.12,0.62,0.0
20210815:0610,515.59,80.54,17.83,18.21,0.34,0.0
20210815:0710,2346.64,285.78,27.74,21.33,0.55,0.0
20210815:0810,3705.52,409.32,37.27,23.07,1.03,0.0
20210815:0910,5185.91,570.9,45.79,24.35,1.52,0.0
20210815:1010,4836.71,534.0,52.34,25.55,1.79,0.0
20210815:1110,7782.75,891.51,55.58,26.39,1.52,0.0
20210815:1210,524.02,72.33,54.53,26.07,2.07,0.0
20210815:1310,773.66,98.79,49.54,24.62,2.14,0.0
20210815:1410,7203.04,801.82,41.9,24.91,2.0,0.0
20210815:1510,5758.65,629.19,32.8,24.99,2.41,0.0
20210815:1610,989.32,121.67,23.03,24.87,2.34,0.0
20210815:1710,511.31,70.96,13.08,24.43,2.41,0.0
20210815:1810,58.72,16.65,3.35,22.77,2.76,0.0
20210815:1910,0.0,0.0,0.0,21.06,2.21,0.0
20210815:2010,0.0,0.0,0.0,20.65,2.21,0.0
20210815:2110,0.0,0.0,0.0,19.83,2.41,0.0
20210815:2210,0.0,0.0,0.0,19.29,2.34,0.0
20210815:2310,0.0,0.0,0.0,18.67,2.48,0.0
20210816:0010,0.0,0.0,0.0,18.4,2.76,0.0
20210816:0110,0.0,0.0,0.0,18.31,2.83,0.0
20210816:0210,0.0,0.0,0.0,18.37,2.9,0.0
20210816:0310,0.0,0.0,0.0,18.28,2.97,0.0
20210816:0410,0.0,0.0,0.0,18.16,3.17,0.0
20210816:0510,253.35,40.25,7.75,17.88,3.17,0.0
20210816:0610,736.2,99.77,17.63,17.89,2.76,0.0
20210816:0710,1838.36,206.95,27.55,18.08,2.69,0.0
20210816:0810,2940.98,315.99,37.06,18.48,3.03,0.0
20210816:0910,4432.39,468.93,45.56,19.16,3.31,0.0
20210816:1010,6389.89,678.88,52.07,19.11,3.17,0.0
20210816:1110,3691.01,393.37,55.28,19.28,3.1,0.0
20210816:1210,3516.75,375.45,54.22,19.42,3.17,0.0
20210816:1310,1244.03,144.65,49.24,19.51,3.59,0.0
20210816:1410,1627.65,183.16,41.62,19.37,4.0,0.0
20210816:1510,1370.36,156.72,32.53,18.45,3.45,0.0
20210816:1610,272.7,42.34,22.76,17.13,2.9,0.0
20210816:1710,464.06,63.51,12.82,16.43,2.97,0.0
20210816:1810,51.19,15.59,3.08,15.67,2.97,0.0
20210816:1910,0.0,0.0,0.0,14.56,3.59,0.0
20210816:2010,0.0,0.0,0.0,14.49,3.72,0.0
20210816:2110,0.0,0.0,0.0,14.19,4.34,0.0
20210816:2210,0.0,0.0,0.0,12.67,4.69,0.0
20210816:2310,0.0,0.0,0.0,11.72,3.52,0.0
20210817:0010,0.0,0.0,0.0,11.03,3.17,0.0
20210817:0110,0.0,0.0,0.0,10.7,2.97,0.0
20210817:0210,0.0,0.0,0.0,10.51,2.69,0.0
20210817:0310,0.0,0.0,0.0,10.28,2.55,0.0
20210817:0410,0.0,0.0,0.0,10.12,2.34,0.0
20210817:0510,220.95,35.42,7.55,9.85,2.14,0.0
20210817:0610,459.9,74.7,17.44,10.34,2.9,0.0
20210817:0710,2571.75,295.26,27.35,11.1,2.9,0.0
20210817:0810,5015.48,518.96,36.85,12.25,2.97,0.0
20210817:0910,5053.5,520.54,45.31,13.51,3.1,0.0
20210817:1010,5284.46,546.41,51.79,14.6,3.45,0.0
20210817:1110,6632.66,692.32,54.96,15.25,3.31,0.0
20210817:1210,7026.41,736.56,53.9,15.64,3.31,0.0
20210817:1310,7308.56,771.58,48.93,16.37,3.03,0.0
20210817:1410,6019.2,629.81,41.33,17.01,3.17,0.0
20210817:1510,1093.39,127.89,32.26,16.79,3.38,0.0
20210817:1610,494.21,66.15,22.5,15.63,2.62,0.0
20210817:1710,493.76,66.22,12.55,14.54,2.0,0.0
20210817:1810,20.14,9.7,2.81,13.88,1.17,0.0
20210817:1910,0.0,0.0,0.0,13.38,2.0,0.0
20210817:2010,0.0,0.0,0.0,12.51,0.76,0.0
20210817:2110,0.0,0.0,0.0,11.85,0.34,0.0
20210817:2210,0.0,0.0,0.0,11.83,0.97,0.0
20210817:2310,0.0,0.0,0.0,11.82,1.59,0.0
20210818:0010,0.0,0.0,0.0,11.89,2.14,0.0
20210818:0110,0.0,0.0,0.0,12.01,2.55,0.0
20210818:0210,0.0,0.0,0.0,12.18,2.69,0.0
20210818:0310,0.0,0.0,0.0,12.25,2.83,0.0
20210818:0410,0.0,0.0,0.0,12.25,2.76,0.0
20210818:0510,85.84,19.32,7.35,12.3,2.76,0.0
20210818:0610,527.96,68.8,17.24,12.38,2.76,0.0
20210818:0710,1121.96,128.53,27.15,12.39,2.97,0.0
20210818:0810,2204.78,234.89,36.63,12.78,3.24,0.0
20210818:0910,2314.8,245.88,45.07,13.07,3.24,0.0
20210818:1010,1146.82,131.42,51.51,13.5,3.45,0.0
20210818:1110,2826.0,297.17,54.65,13.94,3.52,0.0
20210818:1210,2854.8,301.03,53.57,14.57,3.31,0.0
20210818:1310,5663.81,588.15,48.62,15.25,3.17,0.0
20210818:1410,4582.24,477.3,41.04,15.55,2.48,0.0
20210818:1510,2938.95,310.71,31.98,15.78,2.28,0.0
20210818:1610,1471.84,165.57,22.22,15.79,2.07,0.0
20210818:1710,1251.34,154.34,12.28,15.7,1.66,0.0
20210818:1810,33.64,12.24,2.53,15.34,1.38,0.0
20210818:1910,0.0,0.0,0.0,15.18,1.31,0.0
20210818:2010,0.0,0.0,0.0,14.79,1.24,0.0
20210818:2110,0.0,0.0,0.0,14.28,1.31,0.0
20210818:2210,0.0,0.0,0.0,13.6,1.31,0.0
20210818:2310,0.0,0.0,0.0,13.15,1.24,0.0
20210819:0010,0.0,0.0,0.0,12.92,1.24,0.0
20210819:0110,0.0,0.0,0.0,12.82,1.24,0.0
20210819:0210,0.0,0.0,0.0,12.57,1.17,0.0
20210819:0310,0.0,0.0,0.0,12.57,1.1,0.0
20210819:0410,0.0,0.0,0.0,12.1,1.1,0.0
20210819:0510,143.1,26.57,7.15,12.07,0.97,0.0
20210819:0610,667.46,83.79,17.04,13.36,0.83,0.0
20210819:0710,1745.21,194.4,26.94,14.53,1.52,0.0
20210819:0810,4194.45,443.46,36.41,15.3,1.72,0.0
20210819:0910,3993.3,422.34,44.82,16.66,1.72,0.0
20210819:1010,5037.41,536.25,51.22,17.3,1.38,0.0
20210819:1110,1639.69,184.34,54.33,18.06,1.66,0.0
20210819:1210,2310.19,253.0,53.24,18.68,1.72,0.0
20210819:1310,1216.24,142.01,48.31,19.04,1.72,0.0
20210819:1410,2830.95,306.19,40.74,19.26,1.72,0.0
20210819:1510,1910.02,212.43,31.7,19.37,1.66,0.0
20210819:1610,1390.61,160.08,21.95,19.29,1.45,0.0
20210819:1710,631.46,83.48,12.0,18.94,1.1,0.0
20210819:1810,5.85,7.06,2.25,17.87,0.9,0.0
20210819:1910,0.0,0.0,0.0,16.67,1.24,0.0
20210819:2010,0.0,0.0,0.0,15.73,1.17,0.0
20210819:2110,0.0,0.0,0.0,15.33,1.1,0.0
20210819:2210,0.0,0.0,0.0,14.71,0.97,0.0
20210819:2310,0.0,0.0,0.0,14.21,0.83,0.0
20210820:0010,0.0,0.0,0.0,14.39,0.62,0.0
20210820:0110,0.0,0.0,0.0,14.44,0.48,0.0
20210820:0210,0.0,0.0,0.0,14.04,0.55,0.0
20210820:0310,0.0,0.0,0.0,13.52,0.62,0.0
20210820:0410,0.0,0.0,0.0,13.15,0.62,0.0
20210820:0510,67.72,16.91,6.94,12.7,0.69,0.0
20210820:0610,890.32,109.61,16.84,13.71,0.41,0.0
20210820:0710,2390.96,275.38,26.74,15.59,1.1,0.0
20210820:0810,4730.85,505.74,36.19,16.65,1.38,0.0
20210820:0910,5094.56,540.74,44.58,17.27,1.59,0.0
20210820:1010,5673.15,607.3,50.93,18.42,1.66,0.0
20210820:1110,6859.91,744.34,54.01,19.29,1.79,0.0
20210820:1210,7769.7,851.89,52.91,19.91,2.0,0.0
20210820:1310,7232.85,788.06,47.99,20.38,2.07,0.0
20210820:1410,5061.6,542.44,40.44,20.75,2.07,0.0
20210820:1510,4444.88,475.21,31.41,20.74,2.07,0.0
20210820:1610,3818.14,414.35,21.67,20.54,2.0,0.0
20210820:1710,1370.48,173.43,11.72,19.86,1.86,0.0
20210820:1810,10.01,7.94,1.96,18.67,1.79,0.0
20210820:1910,0.0,0.0,0.0,18.13,1.79,0.0
20210820:2010,0.0,0.0,0.0,17.19,1.79,0.0
20210820:2110,0.0,0.0,0.0,16.48,1.79,0.0
20210820:2210,0.0,0.0,0.0,15.92,1.72,0.0
20210820:2310,0.0,0.0,0.0,15.34,1.72,0.0
20210821:0010,0.0,0.0,0.0,14.82,1.66,0.0
20210821:0110,0.0,0.0,0.0,14.41,1.59,0.0
20210821:0210,0.0,0.0,0.0,13.81,1.45,0.0
20210821:0310,0.0,0.0,0.0,13.2,1.38,0.0
20210821:0410,0.0,0.0,0.0,12.55,1.24,0.0
20210821:0510,91.91,20.13,6.74,12.19,1.03,0.0
20210821:0610,529.09,81.31,16.64,13.76,0.55,0.0
20210821:0710,2482.76,294.38,26.53,15.76,0.55,0.0
20210821:0810,4843.8,525.33,35.97,18.04,0.76,0.0
20210821:0910,6614.78,726.11,44.32,20.13,0.9,0.0
20210821:1010,7948.24,894.34,50.64,21.74,1.1,0.0
20210821:1110,8963.44,1017.95,53.68,22.74,1.79,0.0
20210821:1210,9028.01,1024.41,52.58,23.31,2.07,0.0
20210821:1310,4438.69,483.31,47.66,23.54,2.0,0.0
20210821:1410,3199.84,350.41,40.14,23.54,1.93,0.0
20210821:1510,1948.95,220.35,31.12,23.61,1.79,0.0
20210821:1610,2955.26,327.8,21.38,23.57,1.59,0.0
20210821:1710,729.56,97.09,11.44,22.98,1.03,0.0
20210821:1810,0.0,5.29,1.67,21.72,1.03,0.0
20210821:1910,0.0,0.0,0.0,20.55,1.72,0.0
20210821:2010,0.0,0.0,0.0,19.19,1.52,0.0
20210821:2110,0.0,0.0,0.0,18.38,1.59,0.0
